seq_idx,target_return,feat_logret,feat_sign,feat_absret,feat_rollmean
0,-0.00015973,0.10465103,1.00000000,-0.93894273,0.50216039
1,-0.00102697,0.20719199,1.00000000,-0.74759962,0.32660256
2,-0.00385454,0.06276726,-1.00000000,-0.98314107,0.03769007
3,-0.00679350,0.01336712,-1.00000000,-0.89095960,-0.23130644
4,0.00213980,-0.14769956,-1.00000000,-0.59040655,-0.23991709
5,0.00114519,-0.31511116,-1.00000000,-0.27801376,-0.19228269
6,-0.00319295,0.19375530,1.00000000,-0.77267271,-0.27134893
7,0.00176830,0.13709953,1.00000000,-0.87839330,-0.06609510
8,0.00111243,-0.11001374,-1.00000000,-0.66072891,0.22249972
9,-0.00102536,0.17259380,1.00000000,-0.81216040,0.10696021
10,-0.00247082,0.13523368,1.00000000,-0.88187500,-0.02503719
11,0.00095766,0.01345884,-1.00000000,-0.89113075,0.12647512
12,-0.00082155,-0.06887903,-1.00000000,-0.73748694,0.03193634
13,-0.00396254,0.12641735,1.00000000,-0.89832641,-0.15331827
14,0.00019067,0.02506845,-1.00000000,-0.91279448,-0.10892875
15,0.00014771,-0.15385141,-1.00000000,-0.57892709,-0.01334296
16,-0.00171393,0.08272755,1.00000000,-0.97985229,-0.11086571
17,-0.00281185,0.08028014,1.00000000,-0.98441921,-0.18351894
18,-0.00445656,-0.02576440,-1.00000000,-0.81793954,-0.20155253
19,0.00362868,-0.08830505,-1.00000000,-0.70123767,-0.07605318
20,-0.00133380,-0.18199237,-1.00000000,-0.52641560,-0.13013355
21,0.00176916,0.27856608,1.00000000,-0.61441441,-0.00298833
22,-0.00081112,-0.00411089,-1.00000000,-0.85834534,0.07004550
23,-0.00476919,0.17264246,1.00000000,-0.81206961,0.05863330
24,0.00077835,0.02566238,-1.00000000,-0.91390276,-0.04541387
25,-0.00249876,-0.19980082,-1.00000000,-0.49318475,-0.08793920
26,-0.00184830,0.11620313,1.00000000,-0.91738632,-0.21998912
27,-0.00504177,-0.07047058,-1.00000000,-0.73451708,-0.37442298
28,-0.00314376,-0.03341807,-1.00000000,-0.80365767,-0.31508874
29,-0.00048981,-0.21532772,-1.00000000,-0.46421130,-0.36138089
30,-0.00368217,-0.10721125,-1.00000000,-0.66595839,-0.40457955
31,-0.00901461,0.04396541,-1.00000000,-0.94805650,-0.66617558
32,-0.00248066,-0.13788098,-1.00000000,-0.60872817,-0.57268581
33,0.00404988,-0.44163199,-1.00000000,-0.04192383,-0.31009235
34,0.00044930,-0.06943931,-1.00000000,-0.73644144,-0.27581174
35,0.00042263,0.30255913,1.00000000,-0.56964298,-0.12597166
36,-0.00164432,0.09745942,1.00000000,-0.95236238,0.14307009
37,-0.00357256,0.09594064,1.00000000,-0.95519646,0.10321180
38,-0.00153480,-0.02179921,-1.00000000,-0.82533865,-0.10064916
39,-0.00094846,-0.13163715,-1.00000000,-0.62037925,-0.15167221
40,0.00022247,-0.01556069,-1.00000000,-0.83697982,-0.15897883
41,0.00207500,0.01783925,-1.00000000,-0.89930467,-0.02321038
42,-0.00193184,0.08453886,1.00000000,-0.97647237,0.03668161
43,0.00739911,0.19006398,1.00000000,-0.77956076,0.36280130
44,0.00174383,-0.03817724,-1.00000000,-0.79477699,0.46107961
45,-0.00419385,0.49334076,1.00000000,-0.21364135,0.29986802
46,-0.00364300,0.17120004,1.00000000,-0.81476118,0.09114076
47,0.00039862,-0.16702772,-1.00000000,-0.55433989,0.17621092
48,0.00005127,-0.13564958,-1.00000000,-0.61289201,-0.09201151
49,0.00111456,0.09457257,1.00000000,-0.95774930,-0.11498217
50,-0.00069618,0.07478651,1.00000000,-0.99467041,0.01269534
51,-0.00194437,0.13535491,1.00000000,-0.88164878,0.07470135
52,-0.00137802,0.03220979,-1.00000000,-0.92612033,0.00984769
53,0.00594458,-0.03889078,-1.00000000,-0.79344550,0.22497469
54,0.00340414,-0.00662991,-1.00000000,-0.85364481,0.30855240
55,0.00083406,0.41048670,1.00000000,-0.36824837,0.36441162
56,-0.00034093,0.26577579,1.00000000,-0.63828129,0.42294281
57,0.00073504,0.11937668,1.00000000,-0.91146443,0.50007710
58,0.00575255,0.05244564,-1.00000000,-0.96388076,0.49306741
59,0.00628637,0.11373617,1.00000000,-0.92198971,0.59827913
60,0.00408956,0.39954827,1.00000000,-0.38865967,0.71711646
61,-0.00092272,0.42995599,1.00000000,-0.33191836,0.69587917
62,0.00381401,0.30481931,1.00000000,-0.56542546,0.80827253
63,0.00290424,0.01930539,-1.00000000,-0.90204051,0.70429880
64,-0.00031196,0.28912313,1.00000000,-0.59471478,0.46343625
65,-0.00392163,0.23729993,1.00000000,-0.69141772,0.17099909
66,-0.00135008,0.05409613,-1.00000000,-0.96696059,0.15539898
67,-0.00180515,-0.15152142,-1.00000000,-0.58327490,-0.04972028
68,-0.00340255,-0.00503818,-1.00000000,-0.85661502,-0.27994044
69,-0.00026845,-0.03096024,-1.00000000,-0.80824402,-0.27835239
70,-0.00049809,-0.12195275,-1.00000000,-0.63845050,-0.15338090
71,0.00027510,0.05657424,-1.00000000,-0.97158480,-0.09405611
72,0.00006739,0.04349340,-1.00000000,-0.94717573,-0.02570185
73,-0.00207418,0.08753664,1.00000000,-0.97087846,0.02278834
74,0.00621022,0.07570484,1.00000000,-0.99295679,0.25928312
75,0.00323034,-0.04628505,-1.00000000,-0.77964768,0.39538410
76,-0.00292489,0.42561830,1.00000000,-0.34001256,0.27857300
77,0.00141580,0.25587551,1.00000000,-0.65675537,0.32779474
78,0.00180343,-0.09474411,-1.00000000,-0.68922228,0.46934116
79,0.00052576,0.15251412,1.00000000,-0.84962942,0.26183802
80,0.00335261,0.17459452,1.00000000,-0.80842702,0.26630130
81,-0.00088821,0.10181494,1.00000000,-0.94423491,0.34064756
82,-0.00128626,0.26284034,1.00000000,-0.64375889,0.24201296
83,-0.00439398,0.02127133,-1.00000000,-0.90570898,0.01578546
84,-0.00297834,-0.00140265,-1.00000000,-0.86339896,-0.11212685
85,0.00036299,-0.17842771,-1.00000000,-0.53306732,-0.22125858
86,-0.00336486,-0.09778895,-1.00000000,-0.68354056,-0.31166519
87,-0.00075988,0.09254307,1.00000000,-0.96153638,-0.29245045
88,0.00059485,-0.11980587,-1.00000000,-0.64245662,-0.11034041
89,-0.00416666,0.02858144,-1.00000000,-0.91934978,-0.15371833
90,0.00236042,0.10575036,1.00000000,-0.93689136,-0.08080480
91,0.00044032,-0.16547908,-1.00000000,-0.55722967,0.05809790
92,0.00237058,0.20632278,1.00000000,-0.74922159,0.17237076
93,0.00042504,0.09694824,1.00000000,-0.95331627,0.16617226
94,-0.00218219,0.20690133,1.00000000,-0.74814200,0.23861281
95,-0.00446622,0.09607775,1.00000000,-0.95494061,-0.01058419
96,-0.00057186,-0.05243745,-1.00000000,-0.76816720,-0.04753258
97,-0.00370918,-0.18254277,-1.00000000,-0.52538854,-0.26946570
98,-0.00174796,0.03929122,-1.00000000,-0.93933439,-0.34878795
99,-0.00822919,-0.13941964,-1.00000000,-0.60585700,-0.56952525
100,-0.00952871,-0.02770259,-1.00000000,-0.81432284,-0.75432430
101,-0.00156544,-0.39689236,-1.00000000,-0.12540871,-0.79059354
102,-0.00278883,-0.47091697,-1.00000000,0.01272243,-0.75699721
103,0.00103408,-0.01730601,-1.00000000,-0.83372304,-0.65544300
104,0.00589583,-0.08699342,-1.00000000,-0.70368519,-0.13982934
105,-0.00020918,0.13077015,1.00000000,-0.89020402,0.20036714
106,0.00098464,0.40770958,1.00000000,-0.37343052,0.29345434
107,0.00406575,0.05995095,-1.00000000,-0.97788578,0.54367070
108,-0.00102128,0.12795418,1.00000000,-0.89545866,0.46864282
109,0.00169909,0.30346282,1.00000000,-0.56795668,0.31544696
110,-0.00882644,0.01369106,-1.00000000,-0.89156407,0.00088607
111,-0.00609314,0.16865136,1.00000000,-0.81951707,-0.25747830
112,0.00182482,-0.43091328,-1.00000000,-0.06192511,-0.33928017
113,-0.00170496,-0.27521682,-1.00000000,-0.35245726,-0.36423694
114,-0.00763227,0.17581309,1.00000000,-0.80615316,-0.70486488
115,0.00196022,-0.02525334,-1.00000000,-0.81889318,-0.31111336
116,-0.00353933,-0.36288984,-1.00000000,-0.18885797,-0.21789024
117,0.00006072,0.18352591,1.00000000,-0.79176091,-0.28228624
118,0.00185158,-0.12974453,-1.00000000,-0.62391092,-0.15245968
119,-0.00223509,0.07532479,1.00000000,-0.99366597,0.04455654
120,0.00326194,0.17733768,1.00000000,-0.80330826,0.09207409
121,0.00006837,-0.05545106,-1.00000000,-0.76254375,0.22376826
122,-0.00251290,0.25767584,1.00000000,-0.65339593,0.12982212
123,-0.00094207,0.07576085,1.00000000,-0.99285228,0.02784375
124,-0.00028443,-0.07127576,-1.00000000,-0.73301460,0.09905003
125,-0.00090220,0.01820304,-1.00000000,-0.89998351,-0.05295600
126,0.00092568,0.05566450,-1.00000000,-0.96988721,-0.02166108
127,0.00276393,0.02047431,-1.00000000,-0.90422174,0.17096209
128,-0.00467624,0.12459578,1.00000000,-0.90172550,0.03465148
129,0.00050537,0.22930778,1.00000000,-0.70633119,0.06348182
130,0.00155821,-0.19450618,-1.00000000,-0.50306463,0.15329564
131,-0.00428954,0.10065350,1.00000000,-0.94640218,-0.03707864
132,-0.00069197,0.16062649,1.00000000,-0.83449161,-0.16323149
133,0.00075525,-0.17247841,-1.00000000,-0.54416881,0.03503748
134,0.00105991,0.03244948,-1.00000000,-0.92656759,0.05528033
135,0.00255348,0.11488749,1.00000000,-0.91984133,0.09161099
136,-0.00045931,0.13224195,1.00000000,-0.88745761,0.23142815
137,0.00030394,0.21731955,1.00000000,-0.72870143,0.26778261
138,-0.00302566,0.04570270,-1.00000000,-0.95129832,0.12976572
139,0.00508725,0.08917968,1.00000000,-0.96781253,0.27677787
140,-0.00143788,-0.10048435,-1.00000000,-0.67851090,0.13107929
141,0.00096160,0.36165066,1.00000000,-0.45937722,0.18294760
142,0.00113567,-0.01003936,-1.00000000,-0.84728273,0.21330849
143,-0.00025374,0.12664188,1.00000000,-0.89790744,0.31449367
144,-0.00175872,0.13655707,1.00000000,-0.87940554,0.06459144
145,-0.00058262,0.05741254,-1.00000000,-0.97314907,0.09581123
146,-0.00009189,-0.02831539,-1.00000000,-0.81317935,0.05735506
147,-0.00122724,0.03867832,-1.00000000,-0.93819072,-0.02889954
148,0.00186788,0.06663201,-1.00000000,-0.99035275,0.04854699
149,-0.00407255,0.00195897,-1.00000000,-0.86967181,-0.03591621
150,0.00078367,0.17826588,1.00000000,-0.80157621,0.01395846
151,-0.00134084,-0.16011807,-1.00000000,-0.56723340,-0.03163271
152,0.00148990,0.11650647,1.00000000,-0.91682028,0.06755269
153,0.00239584,-0.00451184,-1.00000000,-0.85759716,0.08682507
154,0.00413612,0.15673526,1.00000000,-0.84175271,0.38647087
155,0.00034269,0.20833993,1.00000000,-0.74545754,0.37037344
156,-0.00160554,0.30747155,1.00000000,-0.56047632,0.36071082
157,0.00129570,0.09138684,1.00000000,-0.96369392,0.35362186
158,-0.00252766,-0.01959011,-1.00000000,-0.82946087,0.17389653
159,0.00063513,0.14567312,1.00000000,-0.86239484,0.04609774
160,-0.00105249,-0.07211687,-1.00000000,-0.73144508,-0.00483131
161,-0.00312226,0.10804481,1.00000000,-0.93260988,-0.06019693
162,-0.00374385,0.01191336,-1.00000000,-0.88824686,-0.24415853
163,0.00743538,-0.10598674,-1.00000000,-0.66824335,0.11952827
164,0.00115329,-0.14139427,-1.00000000,-0.60217232,0.13844325
