seq_idx,target_return,feat_logret,feat_sign,feat_absret,feat_rollmean
0,0.00072489,-0.04239389,-1.00000000,-0.83250059,-0.38348079
1,0.00881813,-0.03868583,-1.00000000,-0.83959642,-0.29486058
2,-0.01843393,0.05234026,1.00000000,-0.98685133,-0.32883453
3,0.02695535,0.13091420,1.00000000,-0.83649014,-0.15118358
4,-0.00332674,-0.13366485,-1.00000000,-0.65784205,-0.12490141
5,-0.00240614,0.30700093,1.00000000,-0.49952587,-0.14035735
6,-0.00995563,0.01300459,-1.00000000,-0.93851259,-0.23303150
7,-0.01694488,0.02194230,-1.00000000,-0.95561604,-0.22568103
8,0.00862315,-0.05135258,-1.00000000,-0.81535699,-0.31617541
9,-0.00368261,-0.11920831,-1.00000000,-0.68550646,-0.31793212
10,0.00301771,0.12902121,1.00000000,-0.84011261,-0.29115803
11,0.03707450,0.00954957,-1.00000000,-0.93190098,-0.05900017
12,0.00912268,0.07460023,1.00000000,-0.94425405,0.06967878
13,-0.02788367,0.40524361,1.00000000,-0.31152606,-0.11053219
14,-0.04680004,0.13387088,1.00000000,-0.83083216,-0.32337551
15,-0.00168285,-0.22540853,-1.00000000,-0.48227890,-0.34657918
16,-0.02153498,-0.40905978,-1.00000000,-0.13083896,-0.63589693
17,0.02006787,0.02896445,-1.00000000,-0.96905380,-0.58186745
18,0.00330910,-0.16377174,-1.00000000,-0.60022869,-0.42788858
19,0.00398100,0.24013329,1.00000000,-0.62748557,-0.17721485
20,0.00790586,0.07742923,1.00000000,-0.93884040,-0.12988147
21,-0.00785468,0.08395250,1.00000000,-0.92635730,-0.06235050
22,0.00369363,0.12205731,1.00000000,-0.85343892,-0.14317973
23,0.01708810,-0.03095526,-1.00000000,-0.85438984,-0.07516156
24,0.01807617,0.08116250,1.00000000,-0.93169633,-0.00558267
25,0.01289323,0.21120388,1.00000000,-0.68284566,0.01903680
26,-0.07544894,0.22079670,1.00000000,-0.66448858,-0.31463312
27,0.00294721,0.17047763,1.00000000,-0.76078051,-0.31831771
28,0.00471270,-0.68720020,-1.00000000,0.40141796,-0.37940718
29,0.02676534,0.07391582,1.00000000,-0.94556376,-0.33651427
30,0.01397742,0.09105625,1.00000000,-0.91276338,-0.33116231
31,-0.01853947,0.30515628,1.00000000,-0.50305584,-0.05023643
32,0.01846691,0.18100358,1.00000000,-0.74063777,0.02637445
33,0.00254964,-0.13468952,-1.00000000,-0.65588120,0.01569680
34,-0.05298773,0.22459018,1.00000000,-0.65722929,-0.37799341
35,0.00585710,0.07005599,1.00000000,-0.95295004,-0.41807829
36,0.00209520,-0.46913350,-1.00000000,-0.01588029,-0.31621807
37,-0.01302411,0.10216670,1.00000000,-0.89150213,-0.47166921
38,0.00695209,0.06564395,1.00000000,-0.96139303,-0.44993710
39,0.01808991,-0.08114318,-1.00000000,-0.75834890,-0.09907197
40,0.00512648,0.11279758,1.00000000,-0.87115858,-0.10267856
41,-0.01210377,0.22093010,1.00000000,-0.66423331,-0.17276983
42,0.00701856,0.09507345,1.00000000,-0.90507596,-0.07383189
43,0.00543830,-0.07220797,-1.00000000,-0.77544756,-0.08130451
44,-0.01542236,0.11344290,1.00000000,-0.86992369,-0.24673329
45,0.02316028,0.09810081,1.00000000,-0.89928272,-0.15771188
46,0.06782026,-0.10442676,-1.00000000,-0.71379283,0.23682224
47,0.00040426,0.27015620,1.00000000,-0.57003293,0.20417161
48,-0.03246377,0.70374156,1.00000000,0.25968758,0.01707317
49,-0.02633620,0.04922731,1.00000000,-0.99280834,-0.03680152
50,0.02211828,-0.26987484,-1.00000000,-0.39718698,-0.04194520
51,0.06128011,-0.21038475,-1.00000000,-0.51102879,-0.07422974
52,-0.00052811,0.26003988,1.00000000,-0.58939179,-0.07883223
53,-0.00595140,0.64024597,1.00000000,0.13818071,0.05204250
