seq_idx,target_return,feat_logret,feat_sign,feat_absret,feat_rollmean
0,0.00486554,-0.23460577,1.00000000,-1.00000000,-0.17005692
1,0.00369264,-0.24353458,-1.00000000,-0.98559707,-0.08152379
2,0.00198093,-0.15425462,1.00000000,-0.86983513,-0.07689706
3,0.00676237,-0.17362884,1.00000000,-0.90122040,-0.01102743
4,-0.00356716,-0.20190325,1.00000000,-0.94702354,-0.04052474
5,-0.00241041,-0.12292250,1.00000000,-0.81907866,-0.11140900
6,0.00075966,-0.29354785,-1.00000000,-0.90457806,-0.13998294
7,-0.00164562,-0.27444032,-1.00000000,-0.93553131,-0.17531375
8,-0.00565036,-0.22207652,1.00000000,-0.97970324,-0.29624181
9,0.02281900,-0.26180733,-1.00000000,-0.95599611,-0.03918068
10,-0.00288378,-0.32795845,-1.00000000,-0.84883459,-0.04379241
11,-0.00187751,0.14230445,1.00000000,-0.38942418,-0.06948444
12,0.00965221,-0.28225959,-1.00000000,-0.92286448,0.04058206
13,0.01203857,-0.26563788,-1.00000000,-0.94979082,0.21291236
14,-0.00236309,-0.07518738,1.00000000,-0.74175014,-0.03241835
15,0.01235760,-0.03576897,1.00000000,-0.67789427,0.11606722
16,-0.00108131,-0.27365868,-1.00000000,-0.93679752,0.12382403
17,0.01121648,-0.03049932,1.00000000,-0.66935770,0.13906353
18,-0.00084024,-0.25248606,-1.00000000,-0.97109612,0.01359467
19,0.00936991,-0.04934851,1.00000000,-0.69989244,0.12790064
20,-0.00764151,-0.24850394,-1.00000000,-0.97754696,-0.06693596
21,-0.00457004,-0.07985062,1.00000000,-0.74930435,-0.10092409
22,0.01337456,-0.36084869,-1.00000000,-0.79555405,-0.07989951
23,0.00048648,-0.31011362,-1.00000000,-0.87774233,-0.06697429
24,-0.01900015,-0.01370091,1.00000000,-0.64214510,-0.34336299
25,-0.00864550,-0.22658897,1.00000000,-0.98701318,-0.35314416
26,0.00868040,-0.54847320,-1.00000000,-0.49161166,-0.22405478
27,0.00815817,-0.37743286,-1.00000000,-0.76868851,-0.27487422
28,0.00305032,-0.09123998,1.00000000,-0.76775455,-0.24989655
29,-0.00105618,-0.09986629,1.00000000,-0.78172874,-0.07508155
30,-0.00833243,-0.18423883,1.00000000,-0.91840806,-0.07203158
31,-0.00760628,-0.25207087,-1.00000000,-0.97176870,-0.23070079
32,0.00625732,-0.37226157,-1.00000000,-0.77706575,-0.24921941
33,0.00481752,-0.36026680,-1.00000000,-0.79649666,-0.23200287
34,0.01779898,-0.13126499,1.00000000,-0.83259308,-0.04831090
35,0.01518890,-0.15504784,1.00000000,-0.87112011,0.18084025
36,0.02188810,0.05938256,1.00000000,-0.52375352,0.46818235
37,-0.02078517,0.01626880,1.00000000,-0.59359566,0.20472720
38,0.00499588,0.12692750,1.00000000,-0.41433406,0.20646480
39,-0.02277625,-0.57795849,-1.00000000,-0.44384695,-0.18882991
40,0.00644486,-0.15210171,1.00000000,-0.86634752,-0.27401675
41,0.00747213,-0.61084755,-1.00000000,-0.39056830,-0.41446092
42,-0.00771042,-0.12816719,1.00000000,-0.82757480,-0.28708317
43,0.00943011,-0.11119841,1.00000000,-0.80008620,-0.24388370
44,-0.00271418,-0.36198696,-1.00000000,-0.79371010,-0.04843367
45,-0.03154698,-0.07885614,1.00000000,-0.74769333,-0.41856030
46,-0.03494735,-0.27945811,-1.00000000,-0.92740274,-0.83182233
47,-0.00369074,-0.75572432,-1.00000000,-0.15587514,-0.79266160
48,0.01795419,-0.81189247,-1.00000000,-0.06488552,-0.70961769
49,-0.00087184,-0.29558916,-1.00000000,-0.90127123,-0.69166914
50,-0.01315808,0.06194649,1.00000000,-0.51960008,-0.51251955
51,-0.01255184,-0.24902598,-1.00000000,-0.97670126,-0.29433644
52,0.03696199,-0.45197259,-1.00000000,-0.64793785,0.10171342
53,-0.01298962,-0.44195864,-1.00000000,-0.66415996,-0.19974954
54,-0.01950920,0.37592133,1.00000000,-0.01097644,-0.38131970
55,-0.01154917,-0.44919002,-1.00000000,-0.65244548,-0.36564528
56,0.00633170,-0.55688183,-1.00000000,-0.47799010,-0.18167674
57,0.00324657,-0.42539631,-1.00000000,-0.69099011,-0.51014146
58,-0.01353259,-0.13003628,1.00000000,-0.83060263,-0.51543121
59,0.01229438,-0.18099719,1.00000000,-0.91315676,-0.20559221
60,0.00247001,-0.45815890,-1.00000000,-0.63791634,-0.06901360
61,0.00076986,-0.03154359,1.00000000,-0.67104935,-0.12319853
62,-0.00846866,-0.19382454,1.00000000,-0.93393644,-0.23733145
63,0.00465886,-0.22190790,1.00000000,-0.97943009,-0.06010545
64,-0.03343829,-0.37451185,-1.00000000,-0.77342039,-0.50564535
65,-0.00215519,-0.15766866,1.00000000,-0.87536570,-0.55070533
66,-0.01039199,-0.78696542,-1.00000000,-0.10526612,-0.65944711
67,-0.00315413,-0.27022464,-1.00000000,-0.94236049,-0.60767150
68,-0.00276793,-0.40628179,-1.00000000,-0.72195468,-0.68002530
69,0.00003415,-0.28672526,-1.00000000,-0.91563032,-0.35392780
70,0.01431155,-0.28034598,-1.00000000,-0.92596443,-0.19350432
71,-0.00062647,-0.23406057,1.00000000,-0.99911680,-0.09836603
72,0.00589673,0.00177659,1.00000000,-0.61707232,-0.01019014
73,0.00476412,-0.24497291,-1.00000000,-0.98326705,0.06318910
74,0.00375008,-0.13722127,1.00000000,-0.84224195,0.09939072
75,-0.00205933,-0.15592999,1.00000000,-0.87254915,-0.06009880
76,-0.00704167,-0.17267999,1.00000000,-0.89968332,-0.12259733
77,0.00863586,-0.26864110,-1.00000000,-0.94492575,-0.09591200
78,-0.00644611,-0.35094042,-1.00000000,-0.81160494,-0.20512504
79,-0.00388669,-0.09197576,1.00000000,-0.76894647,-0.27952454
80,-0.00224320,-0.34110289,-1.00000000,-0.82754125,-0.28131586
81,0.00530741,-0.29882583,-1.00000000,-0.89602798,-0.16100789
82,-0.00382281,-0.27167833,-1.00000000,-0.94000560,-0.28238356
83,-0.00965876,-0.14695583,1.00000000,-0.85801146,-0.31368210
84,-0.00091244,-0.29777066,-1.00000000,-0.89773732,-0.28470620
85,0.00967460,-0.39417019,-1.00000000,-0.74157487,-0.16859985
86,0.01258001,-0.24969662,-1.00000000,-0.97561486,-0.09774817
87,-0.00287826,-0.07481767,1.00000000,-0.74115122,-0.08854614
88,0.00556028,-0.02682539,1.00000000,-0.66340611,0.05972182
89,-0.02259438,-0.28216843,-1.00000000,-0.92301216,-0.15150940
90,-0.00655575,-0.14277889,1.00000000,-0.85124501,-0.30962977
91,-0.00224798,-0.60784340,-1.00000000,-0.39543487,-0.45408809
92,-0.00651354,-0.34291392,-1.00000000,-0.82460747,-0.48950396
93,0.00254428,-0.27175737,-1.00000000,-0.93987755,-0.51888657
94,0.01594809,-0.34221674,-1.00000000,-0.82573687,-0.14339555
95,-0.00923255,-0.19259769,1.00000000,-0.93194900,-0.16947365
96,-0.00744713,0.02880915,1.00000000,-0.57328092,-0.22012510
97,0.00054715,-0.38712987,-1.00000000,-0.75297984,-0.15133795
98,0.00603207,-0.35763792,-1.00000000,-0.80075533,-0.11735902
99,0.00389065,-0.22558675,1.00000000,-0.98538964,-0.23482577
100,-0.00045626,-0.13498574,1.00000000,-0.83862050,-0.14932487
101,0.00243478,-0.17035809,1.00000000,-0.89592195,-0.05305266
102,0.00928036,-0.24216137,-1.00000000,-0.98782161,0.03202858
103,-0.02629124,-0.19440645,1.00000000,-0.93487910,-0.28287378
104,-0.00778828,-0.08132981,1.00000000,-0.75170056,-0.39665308
105,-0.01435600,-0.66890900,-1.00000000,-0.29651165,-0.53206801
106,0.02402343,-0.36327319,-1.00000000,-0.79162648,-0.32174561
107,0.03840180,-0.47176009,-1.00000000,-0.61588308,-0.03803670
108,-0.00688250,0.16219940,1.00000000,-0.35719535,0.15104848
109,0.00675397,0.39970434,1.00000000,0.02755086,0.29272303
110,-0.00490410,-0.34831128,-1.00000000,-0.81586402,0.38480591
111,-0.00636884,-0.12306114,1.00000000,-0.81930325,0.08871630
112,0.01055113,-0.31563172,-1.00000000,-0.86880328,-0.18261240
113,-0.01071866,-0.33982648,-1.00000000,-0.82960898,-0.21998529
114,0.00663557,-0.06033891,1.00000000,-0.71769634,-0.22113883
115,0.00698795,-0.41167777,-1.00000000,-0.71321345,-0.10528326
116,0.01743389,-0.12501700,1.00000000,-0.82247163,0.12660932
117,0.00358599,-0.11919627,1.00000000,-0.81304235,0.05875308
118,-0.00629349,0.05335205,1.00000000,-0.53352264,0.10186426
119,-0.03354174,-0.17539053,1.00000000,-0.90407426,-0.28955386
120,0.03618996,-0.33858190,-1.00000000,-0.83162514,-0.00506007
121,-0.00497275,-0.78867427,-1.00000000,-0.10249785,-0.22335161
122,-0.01280796,0.36316866,1.00000000,-0.03163513,-0.38306591
123,-0.01621091,-0.31676564,-1.00000000,-0.86696639,-0.47968405
124,0.00260303,-0.44618932,-1.00000000,-0.65730645,-0.12755203
125,0.01662875,-0.50239989,-1.00000000,-0.56624813,-0.31812260
126,-0.00296461,-0.19162737,1.00000000,-0.93037713,-0.29855873
127,0.03144023,0.04005243,1.00000000,-0.55506736,0.13251903
128,0.00613342,-0.28359472,-1.00000000,-0.92070164,0.35020351
129,0.01800349,0.28471167,1.00000000,-0.15873155,0.50023901
130,-0.00032945,-0.13331148,1.00000000,-0.83590829,0.33502775
131,-0.00215236,0.06276082,1.00000000,-0.51828090,0.34294085
132,0.00704728,-0.24006657,-1.00000000,-0.99121508,0.10529820
133,0.00836498,-0.27017790,-1.00000000,-0.94243621,0.12703856
134,-0.01146940,-0.11821620,1.00000000,-0.81145469,-0.16009432
135,0.02310458,-0.09645026,1.00000000,-0.77619495,0.06820623
136,-0.00154273,-0.42407874,-1.00000000,-0.69312450,0.07414548
137,0.01719276,0.14702159,1.00000000,-0.38178264,0.17298550
138,-0.00678041,-0.26010778,-1.00000000,-0.95874931,0.02543511
139,0.00569831,0.04936903,1.00000000,-0.53997493,0.19268763
140,-0.00411711,-0.34662492,-1.00000000,-0.81859584,-0.07251338
141,0.02860151,-0.14049873,1.00000000,-0.84755127,0.22115987
142,-0.02855104,-0.30263204,-1.00000000,-0.88986212,-0.22448859
143,-0.01296822,0.23782111,1.00000000,-0.23469193,-0.28477187
144,-0.00473036,-0.70623687,-1.00000000,-0.23604235,-0.38637077
145,0.01891718,-0.44883644,-1.00000000,-0.65301826,-0.16196447
146,0.00762064,-0.31276171,-1.00000000,-0.87345256,-0.36636571
147,-0.00013315,0.07785335,1.00000000,-0.49383175,-0.08951095
148,-0.00015095,-0.10874530,1.00000000,-0.79611229,0.03535835
149,-0.01394380,-0.23682406,-1.00000000,-0.99646777,-0.05440149
150,-0.01169619,-0.23711803,-1.00000000,-0.99599155,-0.35264522
151,-0.04633524,-0.46495133,-1.00000000,-0.62691293,-0.87829792
152,0.02008591,-0.42782486,-1.00000000,-0.68705597,-0.68131839
153,-0.02672769,-1.00000000,-1.00000000,0.23983933,-0.94023617
154,0.00076777,0.09715868,1.00000000,-0.46255808,-0.79691207
155,0.00394378,-0.67611832,-1.00000000,-0.28483290,-0.64454323
156,0.02283976,-0.22194244,1.00000000,-0.97948604,0.02937821
157,0.01023400,-0.16948044,1.00000000,-0.89450020,-0.06660174
158,-0.02538583,0.14264733,1.00000000,-0.38886873,-0.05352895
159,0.02239644,-0.06557725,1.00000000,-0.72618220,0.15718330
160,-0.01331020,-0.65395315,-1.00000000,-0.32073938,-0.01090966
161,-0.01049975,0.13532440,1.00000000,-0.40073151,-0.33571218
162,0.00984322,-0.45448542,-1.00000000,-0.64386719,-0.33951932
163,0.01392080,-0.40806186,-1.00000000,-0.71907105,0.04341641
164,0.00762795,-0.07203235,1.00000000,-0.73663913,-0.10046214
165,0.00131829,-0.00467793,1.00000000,-0.62752832,0.04205251
166,0.01258330,-0.10862456,1.00000000,-0.79591671,0.26693386
167,0.00206588,-0.21284897,1.00000000,-0.96475507,0.19116493
168,0.00358293,-0.02677102,1.00000000,-0.66331803,0.09045057
169,0.00112555,-0.20050009,1.00000000,-0.94475049,0.02710246
170,-0.00050333,-0.17544115,1.00000000,-0.90415626,0.00935578
171,0.00010611,-0.21603255,1.00000000,-0.96991231,-0.11220034
172,-0.00297672,-0.24293881,-1.00000000,-0.98656218,-0.16132667
173,-0.01134597,-0.23287187,1.00000000,-0.99719117,-0.30676793
174,0.00786053,-0.28379476,-1.00000000,-0.92037758,-0.24115395
175,0.00650993,-0.42203974,-1.00000000,-0.69642758,-0.17282887
176,0.00046976,-0.10478273,1.00000000,-0.78969313,-0.16928611
177,0.00256156,-0.12709227,1.00000000,-0.82583347,-0.11533073
178,0.00931222,-0.22686505,1.00000000,-0.98746042,0.08592684
179,-0.00239517,-0.19231232,1.00000000,-0.93148671,-0.01398693
180,-0.00412665,-0.08080350,1.00000000,-0.75084796,-0.11761136
181,-0.00426462,-0.27418853,-1.00000000,-0.93593919,-0.16373494
182,0.00162867,-0.30278957,-1.00000000,-0.88960693,-0.17282337
183,-0.00221849,-0.30506851,-1.00000000,-0.88591515,-0.28515864
184,0.00341969,-0.20772193,1.00000000,-0.95644952,-0.22850872
185,-0.01217606,-0.27127019,-1.00000000,-0.94066675,-0.30692824
186,-0.00057102,-0.17813746,1.00000000,-0.90852414,-0.27094425
187,0.00169348,-0.43575144,-1.00000000,-0.67421531,-0.27031292
188,-0.00327267,-0.24405694,-1.00000000,-0.98475088,-0.28058305
189,-0.00135758,-0.20665150,1.00000000,-0.95471547,-0.32712452
190,-0.00120272,-0.28868340,-1.00000000,-0.91245822,-0.22021929
191,0.01075819,-0.25704946,-1.00000000,-0.96370363,-0.10984712
192,0.00101920,-0.25449148,-1.00000000,-0.96784744,-0.11641611
