seq_idx,target_return,feat_logret,feat_sign,feat_absret,feat_rollmean
0,0.01859016,0.10183865,-1.00000000,-0.91031825,0.27991719
1,-0.00016136,0.30666889,1.00000000,-0.73493450,0.30144769
2,0.00014305,0.28816072,1.00000000,-0.76702313,0.26635872
3,-0.00483056,0.15250728,-1.00000000,-0.99816524,0.27500357
4,0.00817857,0.15470947,1.00000000,-0.99839490,0.22698031
5,0.00082148,0.11872906,-1.00000000,-0.93960208,0.16118927
6,0.00421461,0.21284049,1.00000000,-0.89760995,0.17739193
7,0.00019159,0.15961743,1.00000000,-0.98988569,0.17757168
8,-0.00199733,0.18416423,1.00000000,-0.94732756,0.18806213
9,-0.00326123,0.15506065,1.00000000,-0.99778604,0.14570466
10,0.00859186,0.13922542,-1.00000000,-0.97513775,0.17447559
11,-0.00420663,0.13008199,-1.00000000,-0.95928529,0.14329476
12,0.00973241,0.21583040,1.00000000,-0.89242618,0.17862097
13,-0.00401737,0.12324277,-1.00000000,-0.94742775,0.17114149
14,-0.00643000,0.22408141,1.00000000,-0.87812096,0.15940868
15,0.01344889,0.12461193,-1.00000000,-0.94980155,0.17739251
16,0.01601542,0.10715829,-1.00000000,-0.91954121,0.25226747
17,0.01521980,0.25096740,1.00000000,-0.83150724,0.27258531
18,0.00674493,0.26953433,1.00000000,-0.79931672,0.31243424
19,-0.00206601,0.26377863,1.00000000,-0.80929570,0.32859254
20,-0.00874032,0.20246923,1.00000000,-0.91559118,0.24643386
21,-0.00113715,0.13872857,-1.00000000,-0.97427634,0.18292407
22,-0.00468427,0.09044483,-1.00000000,-0.89056416,0.10922645
23,-0.00874004,0.14544816,-1.00000000,-0.98592647,0.05189115
24,0.00861907,0.11978739,-1.00000000,-0.94143697,0.09145414
25,0.00011932,0.09044686,-1.00000000,-0.89056767,0.12425820
26,-0.00456421,0.21602720,1.00000000,-0.89208499,0.11156902
27,-0.01852672,0.15453779,1.00000000,-0.99869256,0.06031539
28,-0.01815342,0.12065589,-1.00000000,-0.94294274,0.02546104
29,-0.00214634,0.01964747,-1.00000000,-0.76781888,-0.01439941
30,0.01164085,0.02234802,-1.00000000,-0.77250098,0.02826069
31,-0.00020869,0.13814739,-1.00000000,-0.97326871,0.04438761
32,0.00289284,0.23788758,1.00000000,-0.85418443,0.12369654
33,0.00729508,0.15216486,-1.00000000,-0.99757156,0.21792321
34,0.00767509,0.17460217,1.00000000,-0.96390583,0.25428844
35,-0.00255967,0.20644916,1.00000000,-0.90869096,0.20170899
36,-0.01273831,0.20919818,1.00000000,-0.90392482,0.15531632
37,-0.00263708,0.13515727,-1.00000000,-0.96808458,0.13484101
38,-0.03552336,0.06152231,-1.00000000,-0.84041960,-0.02370030
39,0.00977985,0.13459729,-1.00000000,-0.96711371,-0.01590711
40,-0.00649517,-0.10331068,-1.00000000,-0.55463958,-0.03047885
41,-0.00003366,0.22442461,1.00000000,-0.87752592,0.01656192
42,-0.00988131,0.10668683,-1.00000000,-0.91872381,-0.01026089
43,-0.01213440,0.15343110,-1.00000000,-0.99976692,0.07634002
44,0.00513233,0.08219059,-1.00000000,-0.87625332,0.05913190
45,0.01041925,0.06589116,-1.00000000,-0.84799412,0.12175993
46,-0.00170472,0.19080320,1.00000000,-0.93581722,0.11557261
47,0.02006821,0.22905018,1.00000000,-0.86950632,0.22646493
48,0.00344636,0.14134224,-1.00000000,-0.97880780,0.28415490
49,0.02793573,0.29885327,1.00000000,-0.74848486,0.36858772
50,0.01727983,0.17860648,1.00000000,-0.95696333,0.39398997
51,0.00846948,0.35576901,1.00000000,-0.64980692,0.43166137
52,-0.01572257,0.27868139,1.00000000,-0.78345796,0.29914099
53,0.00242267,0.21494505,1.00000000,-0.89396116,0.29535062
54,-0.00164060,0.03993343,-1.00000000,-0.80298978,0.18584010
55,0.00491730,0.17120083,1.00000000,-0.96980292,0.14006609
56,-0.00583783,0.14180610,-1.00000000,-0.97961202,0.08709126
57,0.01986419,0.18924761,1.00000000,-0.93851422,0.21885626
58,-0.00124498,0.11144222,-1.00000000,-0.92696849,0.20527626
59,-0.00330010,0.29737739,1.00000000,-0.75104368,0.19913170
60,-0.02346641,0.14466808,-1.00000000,-0.98457398,0.09403702
61,0.01542743,0.12980078,-1.00000000,-0.95879774,0.17277465
62,0.00751737,-0.01608758,-1.00000000,-0.70586306,0.12705879
63,-0.00812092,0.26528071,1.00000000,-0.80669146,0.10159967
64,0.00776394,0.20805722,1.00000000,-0.90590297,0.14256585
65,-0.00014858,0.09492577,-1.00000000,-0.89833301,0.22890341
66,0.00895939,0.20984096,1.00000000,-0.90281040,0.20495455
67,-0.01346036,0.15259973,-1.00000000,-0.99832553,0.12728157
68,-0.00129862,0.21848916,1.00000000,-0.88781654,0.15254208
69,0.00203145,0.05629886,-1.00000000,-0.83136341,0.13131673
70,-0.00915905,0.14428003,-1.00000000,-0.98390121,0.09795419
71,0.00117601,0.16837065,1.00000000,-0.97470977,0.06913515
72,0.00549912,0.08741561,-1.00000000,-0.88531223,0.13933528
73,-0.00951189,0.16218219,1.00000000,-0.98543903,0.10892451
74,0.00684279,0.19345667,1.00000000,-0.93121674,0.12673917
75,0.00144687,0.08486313,-1.00000000,-0.88088687,0.16600909
76,0.00883378,0.20317712,1.00000000,-0.91436386,0.19436305
77,0.00501643,0.16414163,1.00000000,-0.98204185,0.19257581
78,0.01929510,0.21758048,1.00000000,-0.88939197,0.29923774
79,0.00983289,0.18996475,1.00000000,-0.93727087,0.31030904
80,-0.01267254,0.29326043,1.00000000,-0.75818148,0.25802994
81,-0.00530620,0.22480834,1.00000000,-0.87686063,0.20567466
82,-0.00136060,0.06199813,-1.00000000,-0.84124455,0.18206283
83,-0.00205744,0.11528813,-1.00000000,-0.93363636,0.10300202
84,0.00082889,0.14383169,-1.00000000,-0.98312390,0.06966342
85,0.00590586,0.13879052,-1.00000000,-0.97438374,0.13845257
86,-0.00615694,0.15967100,1.00000000,-0.98979282,0.13530262
87,0.01733328,0.19639916,1.00000000,-0.92611520,0.20451931
88,0.00119898,0.10913372,-1.00000000,-0.92296612,0.21657667
89,-0.01491287,0.27906806,1.00000000,-0.78278757,0.15829061
90,-0.01293794,0.16234833,1.00000000,-0.98515098,0.08851878
91,0.00211246,0.04579102,-1.00000000,-0.81314540,0.11913740
92,-0.00113220,0.06007816,-1.00000000,-0.83791580,0.05076638
93,0.00750112,0.16895673,1.00000000,-0.97369365,0.07410093
94,0.00198685,0.14548399,-1.00000000,-0.98598857,0.13667451
95,0.02615609,0.20793965,1.00000000,-0.90610681,0.28142565
96,-0.00489418,0.16804798,1.00000000,-0.97526919,0.25548254
97,0.00028778,0.34289460,1.00000000,-0.67212800,0.26074019
98,-0.00159304,0.11826879,-1.00000000,-0.93880409,0.22706781
99,0.00774737,0.15575645,1.00000000,-0.99657970,0.24839695
100,0.00614043,0.14215016,-1.00000000,-0.98020854,0.17428616
101,-0.00356544,0.20972110,1.00000000,-0.90301821,0.17920601
102,-0.00954565,0.19809609,1.00000000,-0.92317314,0.14279638
103,-0.01313659,0.12788126,-1.00000000,-0.95546976,0.10005476
104,0.01133455,0.08461889,-1.00000000,-0.88046340,0.11333681
105,-0.02276295,0.05864109,-1.00000000,-0.83542427,0.00631797
106,-0.00422238,0.23567173,1.00000000,-0.85802617,0.00388556
107,-0.00417342,-0.01099856,-1.00000000,-0.71468618,0.02377698
108,0.01733232,0.12312879,-1.00000000,-0.94723013,0.13659241
109,0.00250506,0.12348297,-1.00000000,-0.94784419,0.10389997
110,0.00699511,0.27906117,1.00000000,-0.78279952,0.21408339
111,-0.01012989,0.17179688,1.00000000,-0.96876951,0.19221002
112,-0.00665476,0.20427907,1.00000000,-0.91245336,0.18302253
113,-0.01737587,0.08039233,-1.00000000,-0.87313559,0.05451054
114,0.02195632,0.10553235,-1.00000000,-0.91672222,0.12653157
115,-0.00893054,0.02797298,-1.00000000,-0.78225328,0.06756462
116,0.00544546,0.31251239,1.00000000,-0.72480329,0.12523455
117,0.00833927,0.08906876,-1.00000000,-0.88817838,0.18075205
118,-0.00356269,0.19306850,1.00000000,-0.93188973,0.23189730
119,0.02062623,0.21400307,1.00000000,-0.89559432,0.22697244
120,0.00350434,0.12790116,-1.00000000,-0.95550426,0.27301433
121,0.02091128,0.30289015,1.00000000,-0.74148591,0.33027871
122,-0.03592059,0.17902593,1.00000000,-0.95623612,0.16640036
123,-0.04132012,0.30495231,1.00000000,-0.73791063,0.02659816
124,-0.00862856,-0.10618434,-1.00000000,-0.54965736,-0.08172183
125,-0.01950150,-0.14524597,-1.00000000,-0.48193406,-0.16690421
126,-0.05928278,0.09125332,-1.00000000,-0.89196588,-0.46383403
127,-0.00070997,0.01259563,-1.00000000,-0.75559271,-0.33346177
128,0.03102191,-0.27519258,-1.00000000,-0.25663847,-0.06560521
129,-0.04059304,0.14853848,-1.00000000,-0.99128431,-0.18395817
130,0.01203304,0.37809525,1.00000000,-0.61109868,-0.06719708
131,0.01283101,-0.13998606,-1.00000000,-0.49105345,0.19981439
132,-0.00749221,0.24072478,1.00000000,-0.84926543,0.17470220
133,0.01714299,0.24649750,1.00000000,-0.83925695,0.12331353
134,-0.12658791,0.09947398,-1.00000000,-0.90621850,-0.19509459
135,-0.10606856,0.27769149,1.00000000,-0.78517421,-0.63238240
136,-0.03801683,-0.76209550,-1.00000000,0.58753189,-0.82065367
137,0.01655118,-0.61365314,-1.00000000,0.33016920,-0.73162962
138,-0.05533781,-0.12134907,-1.00000000,-0.52336543,-1.00000000
139,-0.00364675,0.27341019,1.00000000,-0.79259693,-0.54479306
140,0.00645962,-0.24665363,-1.00000000,-0.30611803,-0.12814164
141,0.00952973,0.12729303,-1.00000000,-0.95444991,0.04790616
142,0.03231486,0.20040516,1.00000000,-0.91916977,0.10627340
143,0.02086717,0.22261515,1.00000000,-0.88066309,0.38843310
144,0.01191654,0.38744878,1.00000000,-0.59488197,0.44605838
145,0.02726907,0.30463322,1.00000000,-0.73846386,0.52310830
146,-0.15947371,0.23988195,1.00000000,-0.85072668,-0.10265073
147,0.06152765,0.35094617,1.00000000,-0.65816854,0.00551372
148,0.07614944,-1.00000000,-1.00000000,1.00000000,0.21020409
149,0.05210554,0.59878173,1.00000000,-0.22848241,0.35900955
150,0.08312635,0.70455959,1.00000000,-0.04508951,0.56582900
151,-0.04221389,0.53061976,1.00000000,-0.34665856,1.00000000
152,0.04351754,0.75503238,1.00000000,0.04241794,0.93331502
153,-0.03547734,-0.15171174,-1.00000000,-0.47072401,0.52000116
154,-0.03971616,0.46849186,1.00000000,-0.45437312,0.18001839
155,0.05276771,-0.10297775,-1.00000000,-0.55521679,0.06761127
156,0.00667610,-0.13364247,-1.00000000,-0.50205169,0.24863336
157,0.11698849,0.53541008,1.00000000,-0.33835333,0.52066992
158,-0.04847020,0.20197129,1.00000000,-0.91645449,0.47256202
159,0.00777880,1.00000000,1.00000000,0.46713177,0.64841878
160,0.00292714,-0.19697153,-1.00000000,-0.39225461,0.46387702
161,-0.01659758,0.20994849,1.00000000,-0.90262397,0.37770291
162,-0.00196532,0.17485027,1.00000000,-0.96347568,-0.06274031
163,-0.01525900,0.03360333,-1.00000000,-0.79201493,0.06022884
164,-0.00762279,0.13945699,-1.00000000,-0.97553924,0.00320227
165,0.00563272,0.04328700,-1.00000000,-0.80880404,0.01322008
166,0.00795072,0.09852933,-1.00000000,-0.90458070,0.10411365
167,0.00302995,0.19442319,1.00000000,-0.92954104,0.12260934
168,0.01016566,0.21119222,1.00000000,-0.90046765,0.21674771
169,-0.00205049,0.17559409,1.00000000,-0.96218609,0.23737994
170,0.03227241,0.22721562,1.00000000,-0.87268701,0.33601713
171,-0.06871906,0.13884083,-1.00000000,-0.97447096,0.05213647
172,0.01871048,0.38714165,1.00000000,-0.59541445,0.11019582
173,0.00330126,-0.34345706,-1.00000000,-0.13828459,0.08477944
174,0.09500090,0.28903111,1.00000000,-0.76551409,0.44412588
175,0.00278563,0.17755682,1.00000000,-0.95878319,0.33494692
176,0.01444778,0.84093601,1.00000000,0.19135378,0.64288383
177,-0.01498570,0.17382655,1.00000000,-0.96525057,0.51811900
178,-0.00322858,0.25819360,1.00000000,-0.81897878,0.49394134
179,-0.00695979,0.04526414,-1.00000000,-0.81223191,0.11641754
180,0.01754937,0.13031824,-1.00000000,-0.95969488,0.17108237
181,-0.00102894,0.10332569,-1.00000000,-0.91289642,0.11377765
182,-0.01235726,0.28063132,1.00000000,-0.78007727,0.12350982
183,0.00373227,0.14623098,-1.00000000,-0.98728367,0.14928334
184,-0.00626581,0.06427897,-1.00000000,-0.84519897,0.15185288
185,-0.01127000,0.18067484,1.00000000,-0.95337731,0.04514513
186,0.00022890,0.10834609,-1.00000000,-0.92160056,0.04980245
187,0.00128774,0.07214449,-1.00000000,-0.85883586,0.10032496
188,0.00341960,0.15533051,1.00000000,-0.99731818,0.09916727
189,0.05065176,0.16299042,1.00000000,-0.98403775,0.30991258
190,0.01064410,0.17841292,1.00000000,-0.95729893,0.39105259
191,-0.01957448,0.52010269,1.00000000,-0.36489258,0.31772781
192,0.00088337,0.23067678,1.00000000,-0.86668620,0.31623060
193,0.03493654,0.01206770,-1.00000000,-0.75467742,0.43292651
194,-0.02295020,0.16006516,1.00000000,-0.98910944,0.16040489
195,0.00228543,0.40641472,1.00000000,-0.56199967,0.12945576
196,-0.00278466,-0.01235316,-1.00000000,-0.71233763,0.19162242
197,-0.00927262,0.17020803,1.00000000,-0.97152420,0.15401844
198,0.01152988,0.13352962,-1.00000000,-0.96526263,0.06735195
199,0.03357339,0.08659407,-1.00000000,-0.88388789,0.27663852
200,-0.00550392,0.23708475,1.00000000,-0.85557636,0.24779733
201,0.00585947,0.39655332,1.00000000,-0.57909691,0.27980345
202,0.02150818,0.11385778,-1.00000000,-0.93115649,0.39377370
203,-0.01349062,0.19606354,1.00000000,-0.92669707,0.30113179
204,-0.02007142,0.30927045,1.00000000,-0.73042403,0.10250432
205,-0.00139788,0.05607992,-1.00000000,-0.83098383,0.11770752
206,0.02392388,0.00847270,-1.00000000,-0.74844458,0.18459352
207,0.00750361,0.14356197,-1.00000000,-0.98265627,0.13273962
208,-0.00819982,0.32674619,1.00000000,-0.70012538,0.15232954
209,-0.02773311,0.20795770,1.00000000,-0.90607552,0.12396105
210,0.01799841,0.09435493,-1.00000000,-0.89734331,0.19577854
211,-0.00968957,-0.04695397,-1.00000000,-0.65234831,0.07132003
212,0.00156940,0.28387979,1.00000000,-0.77444521,0.04934779
213,-0.00028741,0.08357773,-1.00000000,-0.87865829,0.07864460
214,0.00560727,0.16502808,1.00000000,-0.98050496,0.20209205
215,0.01712306,0.15159538,-1.00000000,-0.99658423,0.19885097
216,-0.02052541,0.19423908,1.00000000,-0.92986025,0.15872975
217,-0.01011693,0.27754733,1.00000000,-0.78542415,0.11545945
218,-0.00082620,0.00518844,-1.00000000,-0.74275046,0.11346452
219,-0.00728434,0.08048608,-1.00000000,-0.87329813,0.06573150
220,-0.01545615,0.14769766,-1.00000000,-0.98982653,-0.05489762
221,-0.01867721,0.10097775,-1.00000000,-0.90882566,-0.04805440
222,-0.00929757,0.04186078,-1.00000000,-0.80633132,-0.04502059
223,0.00515220,0.01855879,-1.00000000,-0.76593139,-0.02288472
224,0.00556047,0.08641356,-1.00000000,-0.88357493,0.02467502
225,-0.00556507,0.19094698,1.00000000,-0.93556794,0.06129813
226,0.00154586,0.19390052,1.00000000,-0.93044721,0.13617690
227,-0.00630637,0.11341543,-1.00000000,-0.93038955,0.14725224
228,-0.00877477,0.16485778,1.00000000,-0.98080022,0.09568568
229,0.00656244,0.10805270,-1.00000000,-0.92109189,0.09939561
230,-0.00561198,0.09019564,-1.00000000,-0.89013212,0.09922190
231,0.00909621,0.20114903,1.00000000,-0.91788009,0.12717815
232,0.00774970,0.11307605,-1.00000000,-0.92980114,0.17922272
233,0.01722407,0.21947900,1.00000000,-0.88610040,0.27548709
234,0.00082534,0.20973798,1.00000000,-0.90298894,0.25424466
235,0.01008433,0.27827807,1.00000000,-0.78415722,0.31236246
236,-0.00317700,0.15964531,1.00000000,-0.98983736,0.26691917
237,0.00011690,0.22662727,1.00000000,-0.87370705,0.23865764
238,-0.01251407,0.13069137,-1.00000000,-0.96034180,0.12854799
239,-0.00559141,0.15452029,1.00000000,-0.99872288,0.10478910
240,-0.00038690,0.06314457,-1.00000000,-0.84323220,0.06601790
241,0.00307209,0.11322492,-1.00000000,-0.93005925,0.08915601
242,0.00012862,0.15087567,-1.00000000,-0.99533642,0.08919940
243,-0.00327947,0.17589889,1.00000000,-0.96165764,0.12339178
244,0.00992252,0.15460507,1.00000000,-0.99857591,0.18083428
245,0.00117442,0.12995003,-1.00000000,-0.95905650,0.18661529
246,0.01152787,0.22545673,1.00000000,-0.87573649,0.21792401
247,-0.00999435,0.16217067,1.00000000,-0.98545900,0.18044228
248,-0.00430091,0.23707022,1.00000000,-0.85560154,0.17666027
249,0.00788365,0.08137283,-1.00000000,-0.87483554,0.16911106
250,0.00607722,0.12256070,-1.00000000,-0.94624522,0.18726437
251,-0.00136975,0.21070699,1.00000000,-0.90130892,0.13950914
252,-0.01136917,0.19763881,1.00000000,-0.92396594,0.13441870
253,-0.00436496,0.14376550,-1.00000000,-0.98300914,0.13418153
254,0.00372766,0.07142707,-1.00000000,-0.85759202,0.11879338
255,0.00597962,0.12209732,-1.00000000,-0.94544183,0.11843201
256,-0.00349766,0.18064145,1.00000000,-0.95343520,0.11055310
257,0.00727244,0.19693277,1.00000000,-0.92519005,0.17957630
258,-0.00346936,0.12837160,-1.00000000,-0.95631989,0.18289240
259,0.01093135,0.20628538,1.00000000,-0.90897492,0.20956511
260,0.00180665,0.12857637,-1.00000000,-0.95667490,0.19411408
261,-0.00977581,0.23275489,1.00000000,-0.86308326,0.17086836
262,0.00329371,0.16674437,1.00000000,-0.97752934,0.15613654
263,0.02043439,0.08295385,-1.00000000,-0.87757663,0.24464352
264,0.01553815,0.17750218,1.00000000,-0.95887793,0.26170081
265,-0.01914064,0.30150231,1.00000000,-0.74389208,0.18414052
266,0.00466119,0.26608163,1.00000000,-0.80530286,0.23759555
267,-0.00769443,0.01520618,-1.00000000,-0.76011877,0.19691042
268,-0.01472200,0.18739490,1.00000000,-0.94172637,0.06673896
269,-0.00593507,0.09801110,-1.00000000,-0.90368221,-0.01276867
270,-0.01801681,0.04717183,-1.00000000,-0.81553938,-0.00860750
271,-0.01361215,0.11073873,-1.00000000,-0.92574880,-0.07626713
272,0.03572254,0.02333631,-1.00000000,-0.77421443,0.08449031
273,0.00044442,0.05520075,-1.00000000,-0.82945957,0.14064611
274,0.02759264,0.41210082,1.00000000,-0.55214136,0.26478720
275,-0.04753843,0.15688967,1.00000000,-0.99461497,0.15547921
276,-0.01287045,0.35328700,1.00000000,-0.65411012,0.15822546
277,0.01540957,-0.19023088,-1.00000000,-0.40394125,0.08301382
278,0.01361352,0.06056640,-1.00000000,-0.83876229,0.13177425
279,-0.02119915,0.26515147,1.00000000,-0.80691553,-0.04888422
280,0.04148146,0.25215835,1.00000000,-0.82944242,0.28072447
281,0.00059007,0.00031441,-1.00000000,-0.73430010,0.33056393
282,0.01747231,0.45376234,1.00000000,-0.47991050,0.33820153
283,0.02481808,0.15794331,1.00000000,-0.99278821,0.37968801
284,0.00603003,0.28007389,1.00000000,-0.78104372,0.48050788
285,-0.01325216,0.33321512,1.00000000,-0.68890983,0.27784894
286,-0.01808486,0.19729742,1.00000000,-0.92455783,0.20870240
287,0.01813348,0.05780500,-1.00000000,-0.83397468,0.21115047
288,-0.02667537,0.02284401,-1.00000000,-0.77336091,0.02048870
289,0.00882653,0.28485696,1.00000000,-0.77275105,0.03084314
290,-0.01114125,-0.03930204,-1.00000000,-0.66561487,0.03865909
291,-0.01036333,0.21752806,1.00000000,-0.88948286,0.06724913
292,-0.00240905,0.07307588,-1.00000000,-0.86045065,-0.00881246
293,-0.02721064,0.07870357,-1.00000000,-0.87020770,-0.01079436
294,0.00217631,0.13624694,-1.00000000,-0.96997379,-0.03541774
295,0.00800240,-0.04317429,-1.00000000,-0.65890134,0.03546433
296,-0.00623149,0.16941862,1.00000000,-0.97289284,0.05076305
297,0.00744347,0.21156606,1.00000000,-0.89981950,0.08724339
298,0.01173565,0.10859440,-1.00000000,-0.92203107,0.23144750
299,-0.00880014,0.20752264,1.00000000,-0.90682980,0.19080563
300,-0.01561697,0.23857335,1.00000000,-0.85299549,0.10335158
301,-0.01467710,0.09001206,-1.00000000,-0.88981385,0.07208050
302,0.00090068,0.04069734,-1.00000000,-0.80431420,0.04785490
303,0.01043041,0.04749661,-1.00000000,-0.81610247,0.04302208
304,0.03457028,0.16019039,1.00000000,-0.98889233,0.20360719
305,0.00392024,0.22913093,1.00000000,-0.86936632,0.27594647
306,-0.00139858,0.40376508,1.00000000,-0.56659349,0.32511207
307,-0.01221179,0.18203465,1.00000000,-0.95101974,0.27656130
308,0.00026024,0.14355693,-1.00000000,-0.98264752,0.23890481
309,-0.00200380,0.06533134,-1.00000000,-0.84702352,0.10348413
310,0.00820940,0.15555725,1.00000000,-0.99692505,0.11936537
311,0.00989891,0.13917860,-1.00000000,-0.97505658,0.16119590
312,-0.00002448,0.21306359,1.00000000,-0.89722315,0.20632112
313,-0.00031295,0.22528590,1.00000000,-0.87603267,0.20419879
314,-0.01126539,0.15349751,-1.00000000,-0.99988206,0.16990643
315,-0.00640466,0.15141062,-1.00000000,-0.99626391,0.11579581
316,0.00032740,0.07217779,-1.00000000,-0.85889359,0.08035596
317,0.00144174,0.10734164,-1.00000000,-0.91985910,0.08578485
318,-0.01252921,0.15604311,1.00000000,-0.99608270,0.04055242
319,0.00881009,0.16410455,1.00000000,-0.98210614,0.11488473
320,-0.00360242,0.06303499,-1.00000000,-0.84304222,0.12526040
321,-0.01821531,0.21740911,1.00000000,-0.88968909,0.05660342
322,-0.00633519,0.12761374,-1.00000000,-0.95500595,0.02780821
323,0.00024620,0.02190031,-1.00000000,-0.77172476,0.07511097
324,-0.00341705,0.10784415,-1.00000000,-0.92073032,0.02983824
