seq_idx,target_return,feat_logret,feat_sign,feat_absret,feat_rollmean
0,-0.01755315,-0.15776317,-1.00000000,-0.93940518,0.03413723
1,0.00602615,-0.12397582,-1.00000000,-0.99954065,0.05084258
2,0.02364195,-0.17792823,-1.00000000,-0.90351495,0.09641681
3,-0.02629810,-0.10510012,1.00000000,-0.96688168,0.06050257
4,0.00438673,-0.05069114,1.00000000,-0.87004338,0.07101768
5,-0.01245723,-0.20493829,-1.00000000,-0.85544186,0.08300011
6,-0.00501753,-0.11016370,1.00000000,-0.97589395,0.05703230
7,0.00979360,-0.16218872,-1.00000000,-0.93152848,0.02446966
8,0.00433696,-0.13921011,-1.00000000,-0.97242631,0.09650415
9,-0.00052154,-0.09346378,1.00000000,-0.94617106,0.08496296
10,0.01358752,-0.11031743,1.00000000,-0.97616757,0.14620392
11,-0.02011748,-0.12532362,-1.00000000,-0.99714181,0.11069827
12,0.02361011,-0.08174572,1.00000000,-0.92531500,0.14318606
13,0.00507829,-0.18584853,-1.00000000,-0.88941822,0.14492920
14,0.01253928,-0.05078947,1.00000000,-0.87021838,0.17564010
15,0.02274360,-0.10802772,1.00000000,-0.97209229,0.19716948
16,0.04251963,-0.08498335,1.00000000,-0.93107741,0.34445280
17,-0.00248360,-0.05346581,1.00000000,-0.87498180,0.28309670
18,0.00523142,0.00761534,1.00000000,-0.76626820,0.28345678
19,-0.00475236,-0.13138372,-1.00000000,-0.98635591,0.24279767
20,-0.03186816,-0.10755474,1.00000000,-0.97125047,0.11438495
21,0.01105020,-0.13839110,-1.00000000,-0.97388402,0.04038854
22,0.00882139,-0.22214223,-1.00000000,-0.82482190,0.06697081
23,-0.00425020,-0.08958259,1.00000000,-0.93926323,0.04467597
24,0.01851360,-0.09646659,1.00000000,-0.95151553,0.09938295
25,0.01883926,-0.13684012,-1.00000000,-0.97664449,0.21861509
26,-0.03271898,-0.06653078,1.00000000,-0.89823512,0.11569733
27,0.00452815,-0.06552496,1.00000000,-0.89644493,0.10560232
28,0.03267401,-0.22477012,-1.00000000,-0.82014473,0.19242496
29,0.00030063,-0.10972689,1.00000000,-0.97511650,0.14959944
30,-0.02027272,-0.02279431,1.00000000,-0.82039197,0.05763253
31,0.00718904,-0.12278421,1.00000000,-0.99835622,0.15147126
32,0.00249094,-0.18632802,-1.00000000,-0.88856483,0.14668100
33,-0.01780842,-0.10150834,1.00000000,-0.96048895,0.02797790
34,0.00534322,-0.11601912,1.00000000,-0.98631556,0.03983491
35,0.03211701,-0.17871667,-1.00000000,-0.90211167,0.16302278
36,-0.01504222,-0.10720944,1.00000000,-0.97063589,0.11074876
37,-0.00381906,-0.02451469,1.00000000,-0.82345394,0.09591159
38,0.04002977,-0.17017284,-1.00000000,-0.91731817,0.23191083
39,0.02223067,-0.13550848,-1.00000000,-0.97901457,0.27161955
40,0.03171732,-0.00007497,1.00000000,-0.77995560,0.27067973
41,0.01398020,-0.05505009,1.00000000,-0.87780152,0.33892230
42,-0.11453527,-0.02574918,1.00000000,-0.82565112,0.07858702
43,-0.01059317,-0.08053288,1.00000000,-0.92315636,-0.04044647
44,0.00747122,-0.47747166,-1.00000000,-0.37038092,-0.07515146
45,0.09681800,-0.15643132,-1.00000000,-0.94177563,0.07792462
46,-0.04811639,-0.10063679,1.00000000,-0.95893775,-0.06808772
47,-0.00272705,0.17532377,1.00000000,-0.46777703,0.19481528
48,0.00751556,-0.27232726,-1.00000000,-0.73550146,0.23739571
49,-0.00815083,-0.13213564,-1.00000000,-0.98501761,0.20066241
50,0.07042240,-0.10049983,1.00000000,-0.95869399,0.13859648
51,-0.03080461,-0.14888779,-1.00000000,-0.95520177,0.17930297
52,0.00291195,0.09379712,1.00000000,-0.61287997,0.19256237
53,0.00535515,-0.21885729,-1.00000000,-0.83066851,0.18748243
54,0.01368191,-0.11471877,1.00000000,-0.98400117,0.23881939
55,0.00166495,-0.10717258,1.00000000,-0.97057028,0.07714486
56,0.00114914,-0.08145417,1.00000000,-0.92479609,0.15228009
57,0.04579168,-0.11857032,1.00000000,-0.99085624,0.25310639
58,0.01313369,-0.12016348,1.00000000,-0.99369177,0.27139663
59,0.02418639,0.01772153,1.00000000,-0.74828099,0.29609659
60,-0.01684495,-0.08314744,1.00000000,-0.92780982,0.25257289
61,0.01093701,-0.04900955,1.00000000,-0.86705044,0.27558785
62,-0.04545375,-0.17574084,-1.00000000,-0.90740811,0.06103567
63,0.04751262,-0.08993220,1.00000000,-0.93988547,0.14187341
64,-0.08613875,-0.26410331,-1.00000000,-0.75013864,-0.11754232
65,0.01728936,0.02303690,1.00000000,-0.73882057,-0.03727978
66,-0.04002266,-0.38976487,-1.00000000,-0.52648340,-0.15710506
67,-0.07097173,-0.07031205,1.00000000,-0.90496510,-0.21710738
68,-0.12149482,-0.24732859,-1.00000000,-0.77999466,-0.61450718
69,0.06152487,-0.34291931,-1.00000000,-0.60986017,-0.26729469
70,0.11933479,-0.49896727,-1.00000000,-0.33212256,-0.02734765
71,-0.16009609,0.06631580,1.00000000,-0.66179183,-0.30968526
72,0.01164336,0.24487018,1.00000000,-0.34399678,-0.11542623
73,-0.06133847,-0.61819292,-1.00000000,-0.11992211,0.02602389
74,0.02531276,-0.08775052,1.00000000,-0.93600248,-0.05912435
75,0.00482331,-0.31316559,-1.00000000,-0.66281650,-0.32838373
76,0.03520814,-0.04553059,1.00000000,-0.86085852,0.13084966
77,-0.01687702,-0.10881525,1.00000000,-0.97349395,0.06378756
78,0.01384746,-0.01496728,1.00000000,-0.80646125,0.24057784
79,0.07262941,-0.17583989,-1.00000000,-0.90723182,0.35183701
80,-0.05070132,-0.08094287,1.00000000,-0.92388606,0.22127780
81,-0.05018254,0.10061380,1.00000000,-0.60074749,0.02049233
82,0.04929882,-0.28031120,-1.00000000,-0.72129148,0.17609651
83,0.02644081,-0.27870886,-1.00000000,-0.72414336,0.20570820
84,-0.00609906,0.02855385,1.00000000,-0.72900139,0.02058806
85,0.02405297,-0.04204646,1.00000000,-0.85465738,0.19636340
86,0.05063663,-0.14255061,-1.00000000,-0.96648083,0.43342702
