seq_idx,target_return,feat_logret,feat_sign,feat_absret,feat_rollmean
0,0.00917109,-0.27011182,1.00000000,-1.00000000,-0.24311947
1,0.00684988,-0.27863570,-1.00000000,-0.98663584,-0.15494147
2,0.00361817,-0.19491223,1.00000000,-0.88158587,-0.15201615
3,0.01216905,-0.21394996,1.00000000,-0.91156392,-0.09212872
4,-0.00636664,-0.24045533,1.00000000,-0.95330098,-0.11836207
5,-0.00425588,-0.17032399,1.00000000,-0.84286765,-0.18445229
6,0.00132817,-0.32234719,-1.00000000,-0.91780491,-0.21163127
7,-0.00285275,-0.30503550,-1.00000000,-0.94506502,-0.24348243
8,-0.00973605,-0.25923712,1.00000000,-0.98287600,-0.35130372
9,0.03933331,-0.29352754,-1.00000000,-0.96318619,-0.12635950
10,-0.00519754,-0.34998192,-1.00000000,-0.87428948,-0.13099456
11,-0.00333988,0.05246759,1.00000000,-0.49204565,-0.15397162
12,0.01696878,-0.31275869,-1.00000000,-0.93290359,-0.05640608
13,0.02118259,-0.29752281,-1.00000000,-0.95689499,0.09578159
14,-0.00418328,-0.13095832,1.00000000,-0.78087992,-0.11841568
15,0.02164106,-0.09639820,1.00000000,-0.72645933,0.01368924
16,-0.00190873,-0.30444003,-1.00000000,-0.94600269,0.02073365
17,0.01958506,-0.09263799,1.00000000,-0.72053826,0.03361150
18,-0.00147603,-0.28578502,-1.00000000,-0.97537807,-0.07791871
19,0.01629752,-0.10950050,1.00000000,-0.74709106,0.02289184
20,-0.01333497,-0.28223615,-1.00000000,-0.98096634,-0.14926708
21,-0.00797008,-0.13646378,1.00000000,-0.78954917,-0.17910222
22,0.02321051,-0.37949894,-1.00000000,-0.82781008,-0.16125705
23,0.00085725,-0.33549801,-1.00000000,-0.89709678,-0.14977220
24,-0.03316962,-0.07976587,1.00000000,-0.70026899,-0.39325927
25,-0.01553992,-0.26309944,1.00000000,-0.98895786,-0.40411251
26,0.01552557,-0.54217572,-1.00000000,-0.57164873,-0.28846227
27,0.01453078,-0.39758322,-1.00000000,-0.79933340,-0.33118563
28,0.00540877,-0.14279505,1.00000000,-0.79951879,-0.30878212
29,-0.00185342,-0.15095395,1.00000000,-0.81236633,-0.15463757
30,-0.01448314,-0.22576945,1.00000000,-0.93017564,-0.14943588
31,-0.01324106,-0.28533134,-1.00000000,-0.97609246,-0.29103094
32,0.01089510,-0.38891588,-1.00000000,-0.81298156,-0.30892648
33,0.00837367,-0.37872875,-1.00000000,-0.82902287,-0.29433268
34,0.03084774,-0.18077250,1.00000000,-0.85932054,-0.13337110
35,0.02711249,-0.20145243,1.00000000,-0.89188449,0.07137086
36,0.03956525,-0.01712804,1.00000000,-0.60163542,0.33129400
37,-0.03853218,-0.04776325,1.00000000,-0.64987560,0.08800313
38,0.00938692,0.05436991,1.00000000,-0.48905013,0.09299058
39,-0.04203586,-0.58615753,-1.00000000,-0.50239214,-0.26575696
40,0.01208039,-0.19314206,1.00000000,-0.87879845,-0.33974794
