seq_idx,target_return,feat_logret,feat_sign,feat_absret,feat_rollmean
0,-0.00823780,-0.09150253,-1.00000000,-0.92438957,-0.01753954
1,0.00281301,-0.05204469,-1.00000000,-0.99942363,0.00364038
2,0.01108918,-0.11565863,-1.00000000,-0.87845370,0.06210903
3,-0.01217262,-0.02990865,1.00000000,-0.95850117,0.01694744
4,0.00200338,0.03431117,1.00000000,-0.83637909,0.03003923
5,-0.00574143,-0.14619127,-1.00000000,-0.82039203,0.04603553
6,-0.00231991,-0.03619109,1.00000000,-0.97044803,0.01314461
7,0.00455917,-0.09628780,-1.00000000,-0.91528977,-0.02869863
8,0.00202512,-0.06973813,-1.00000000,-0.96577732,0.06227812
9,-0.00024477,-0.01635919,1.00000000,-0.93273516,0.04787233
10,0.00640686,-0.03602236,1.00000000,-0.97012717,0.12571656
11,-0.00945549,-0.05363588,-1.00000000,-0.99639779,0.07999299
12,0.01098673,-0.00202181,1.00000000,-0.90547083,0.12117972
13,0.00233479,-0.12510739,-1.00000000,-0.86048568,0.12316400
14,0.00580834,0.03351616,1.00000000,-0.83789090,0.16195132
15,0.01055193,-0.03361948,1.00000000,-0.96555779,0.18851224
16,0.01952872,-0.00666611,1.00000000,-0.91430255,0.37423817
17,-0.00109908,0.03014232,1.00000000,-0.84430668,0.29679435
18,0.00234751,0.09979868,1.00000000,-0.71184633,0.29687585
19,-0.00215729,-0.06026497,-1.00000000,-0.98379173,0.24583345
20,-0.01461192,-0.03352078,1.00000000,-0.96537010,0.08458773
21,0.00497239,-0.06847625,-1.00000000,-0.96817694,-0.00868676
22,0.00400333,-0.16511928,-1.00000000,-0.78439804,0.02400861
23,-0.00194519,-0.01315270,1.00000000,-0.92663762,-0.00349827
24,0.00854911,-0.02067228,1.00000000,-0.94093705,0.06510657
25,0.00867477,-0.06683043,-1.00000000,-0.97130668,0.21432375
26,-0.01502624,0.01460125,1.00000000,-0.87385999,0.08617587
27,0.00203729,0.01557628,1.00000000,-0.87200584,0.07357786
28,0.01486961,-0.16833425,-1.00000000,-0.77828436,0.18132431
29,0.00013442,-0.03592792,1.00000000,-0.96994758,0.12740437
30,-0.00918225,0.06364586,1.00000000,-0.78059548,0.01297956
31,0.00325475,-0.05069346,1.00000000,-0.99802611,0.13012110
