seq_idx,target_return,feat_logret,feat_sign,feat_absret,feat_rollmean
0,-0.00165290,-0.09827623,-1.00000000,-0.92272834,-0.01924230
1,0.00055799,-0.05773352,-1.00000000,-0.99941125,0.00517796
2,0.00220214,-0.12325774,-1.00000000,-0.87547806,0.07267310
3,-0.00236535,-0.03519035,1.00000000,-0.95796968,0.02274617
4,0.00038093,0.03030164,1.00000000,-0.83409746,0.03723955
5,-0.00109950,-0.15163700,-1.00000000,-0.82180123,0.05786496
6,-0.00044419,-0.04224332,1.00000000,-0.97130974,0.02051348
7,0.00087666,-0.10121377,-1.00000000,-0.91717225,-0.02888736
8,0.00038927,-0.07511076,-1.00000000,-0.96654375,0.07377731
9,-0.00004715,-0.02249686,1.00000000,-0.93396108,0.05782265
10,0.00123616,-0.04191133,1.00000000,-0.97068181,0.14487276
11,-0.00180961,-0.05929530,-1.00000000,-0.99645728,0.09398345
12,0.00206760,-0.00817660,1.00000000,-0.90687559,0.13836998
13,0.00043096,-0.12950010,-1.00000000,-0.86367120,0.13992376
14,0.00107806,0.02494246,1.00000000,-0.84423387,0.18186038
15,0.00195543,-0.04025068,1.00000000,-0.96754084,0.20866737
16,0.00356050,-0.01447439,1.00000000,-0.91878731,0.40881160
17,-0.00018995,0.02047411,1.00000000,-0.85268534,0.32467242
18,0.00041225,0.08440951,1.00000000,-0.73175727,0.32397536
19,-0.00038374,-0.06498360,-1.00000000,-0.98569837,0.26949396
20,-0.00262741,-0.04099568,1.00000000,-0.96894995,0.09869155
21,0.00087116,-0.07270288,-1.00000000,-0.97109805,-0.00154017
22,0.00070813,-0.16207563,-1.00000000,-0.80205751,0.03193149
23,-0.00034731,-0.02271587,1.00000000,-0.93437532,0.00362266
24,0.00154140,-0.02920985,1.00000000,-0.94665811,0.07537263
25,0.00155649,-0.07125152,-1.00000000,-0.97384316,0.23130657
26,-0.00268382,0.00398186,1.00000000,-0.88387896,0.09881217
27,0.00035381,0.00458303,1.00000000,-0.88274190,0.08560639
28,0.00261732,-0.16432287,-1.00000000,-0.79780705,0.19609819
29,0.00002311,-0.04332389,1.00000000,-0.97335355,0.13951156
30,-0.00160348,0.04683961,1.00000000,-0.80281737,0.02173945
31,0.00056789,-0.05649664,1.00000000,-0.99826863,0.14293107
32,0.00020099,-0.12128913,-1.00000000,-0.87920151,0.13723551
33,-0.00146704,-0.03479601,1.00000000,-0.95722383,-0.01498881
34,0.00043808,-0.04941119,1.00000000,-0.98486712,0.00047707
35,0.00267569,-0.11585429,-1.00000000,-0.88948103,0.15996171
36,-0.00118843,-0.03996706,1.00000000,-0.96700441,0.09450330
37,-0.00030450,0.04916444,1.00000000,-0.79842017,0.07566398
38,0.00326046,-0.10475648,-1.00000000,-0.91047154,0.25185804
39,0.00167880,-0.06954622,-1.00000000,-0.97706858,0.29809965
40,0.00240182,0.07245793,1.00000000,-0.75436262,0.28789247
41,0.00103413,0.00945492,1.00000000,-0.87352716,0.37072734
42,-0.00866690,0.03825523,1.00000000,-0.81905396,0.05906022
43,-0.00060447,-0.01622445,1.00000000,-0.92209738,-0.08498584
44,0.00045030,-0.40264896,-1.00000000,-0.34703462,-0.13077170
45,0.00615493,-0.08149522,-1.00000000,-0.95446811,0.00910691
46,-0.00269713,-0.03947998,1.00000000,-0.96608313,-0.12995708
47,-0.00015559,0.18775431,1.00000000,-0.53628985,0.18725964
48,0.00045414,-0.16485288,-1.00000000,-0.79680459,0.22671415
49,-0.00051979,-0.06361494,-1.00000000,-0.98828707,0.19055862
50,0.00472468,-0.03932714,1.00000000,-0.96579405,0.13725308
51,-0.00193019,-0.07812219,-1.00000000,-0.96084791,0.16583679
52,0.00018823,0.13078256,1.00000000,-0.64404681,0.17865123
53,0.00036459,-0.13430325,-1.00000000,-0.85458647,0.17531356
54,0.00097737,-0.04991916,1.00000000,-0.98582790,0.23111286
55,0.00012367,-0.04289437,1.00000000,-0.97254115,0.05963331
56,0.00008904,-0.01848516,1.00000000,-0.92637331,0.13489040
57,0.00368721,-0.05249089,1.00000000,-0.99069211,0.26529718
58,0.00100457,-0.05387018,1.00000000,-0.99330090,0.28914941
59,0.00191101,0.08945665,1.00000000,-0.72221107,0.32394620
60,-0.00134495,-0.01740165,1.00000000,-0.92432395,0.26921049
61,0.00089250,0.01870486,1.00000000,-0.85603173,0.29915539
62,-0.00380854,-0.11099117,-1.00000000,-0.89867917,0.01978891
63,0.00373301,-0.02186575,1.00000000,-0.93276740,0.12147790
64,-0.00643410,-0.20912391,-1.00000000,-0.71306991,-0.18954447
65,0.00111275,0.09128124,1.00000000,-0.71876002,-0.09794578
66,-0.00269574,-0.31370878,-1.00000000,-0.51525699,-0.23167958
67,-0.00482053,-0.01309257,1.00000000,-0.91617372,-0.26939658
68,-0.00773525,-0.16479740,-1.00000000,-0.79690951,-0.69681906
69,0.00334259,-0.24943498,-1.00000000,-0.63682513,-0.33244163
70,0.00655978,-0.36553821,-1.00000000,-0.41722628,-0.12943056
71,-0.00805290,0.07572954,1.00000000,-0.74817466,-0.32909220
72,0.00051886,0.20388105,1.00000000,-0.50578757,-0.13009321
73,-0.00291004,-0.37819124,-1.00000000,-0.39329422,0.04974258
74,0.00124018,-0.03674937,1.00000000,-0.96091842,-0.02861429
75,0.00025000,-0.17333380,-1.00000000,-0.78076368,-0.26378003
76,0.00193971,-0.00801651,1.00000000,-0.90657280,0.10864479
77,-0.00097162,-0.04745875,1.00000000,-0.98117426,0.05309472
78,0.00084184,0.01984796,1.00000000,-0.85386966,0.19292748
79,0.00465877,-0.09612003,-1.00000000,-0.92680661,0.32033836
80,-0.00314275,-0.02388371,1.00000000,-0.93658419,0.19389026
81,-0.00315178,0.12815734,1.00000000,-0.64901218,0.00413051
82,0.00313381,-0.18260361,-1.00000000,-0.76323068,0.15714005
83,0.00170055,-0.18296295,-1.00000000,-0.76255100,0.18914398
84,-0.00040873,0.06741310,1.00000000,-0.76390447,0.00027806
85,0.00169835,0.01032137,1.00000000,-0.87188836,0.18070622
86,0.00370464,-0.07369828,-1.00000000,-0.96921534,0.43624500
87,-0.00157131,0.01023392,1.00000000,-0.87205375,0.26088510
88,-0.00216455,0.09015109,1.00000000,-0.72089760,0.11683280
89,-0.00063435,-0.12000759,-1.00000000,-0.88162543,0.10842408
90,0.00019655,-0.14363846,-1.00000000,-0.83692975,0.05245202
91,0.00255380,-0.08268532,-1.00000000,-0.95221715,0.00956037
92,0.00581275,-0.04958774,1.00000000,-0.98520106,0.28476425
93,-0.00334179,0.04430947,1.00000000,-0.80760291,0.24088864
94,0.00436003,0.17412408,1.00000000,-0.56207022,0.42702906
95,-0.00283301,-0.19053172,-1.00000000,-0.74823537,0.31411700
96,-0.00383891,0.11625733,1.00000000,-0.67151998,0.07586023
97,0.00719516,-0.17026560,-1.00000000,-0.78656691,0.12738267
98,-0.00613159,-0.21033396,-1.00000000,-0.71078120,0.02340657
99,0.00256520,0.22919009,1.00000000,-0.45791779,-0.04348663
100,0.00057873,-0.30165901,-1.00000000,-0.53804805,0.08366916
101,0.01466552,0.04476340,1.00000000,-0.80674434,0.77332980
102,0.00227897,-0.03436437,1.00000000,-0.95640742,0.59010323
103,-0.00732953,0.52675967,1.00000000,0.10490837,0.54545620
104,0.00345576,0.03336170,1.00000000,-0.82830964,0.57864741
105,0.00232624,-0.34937675,-1.00000000,-0.44779424,0.64377707
106,-0.00033617,0.08023742,1.00000000,-0.73964841,0.08466375
107,0.00087660,0.03524473,1.00000000,-0.82474805,0.03239744
108,0.00136428,-0.07080796,-1.00000000,-0.97468211,0.35641581
109,-0.00073180,-0.02249934,1.00000000,-0.93396578,0.20034535
110,-0.00369001,-0.00307327,1.00000000,-0.89722311,-0.02388043
111,0.00146555,-0.08656714,-1.00000000,-0.94487503,0.04326987
112,-0.00121114,-0.20440269,-1.00000000,-0.72199967,-0.03454012
113,-0.00276791,0.00096075,1.00000000,-0.88959313,-0.18854705
114,-0.00348944,-0.10566090,-1.00000000,-0.90876091,-0.29132446
115,-0.00276313,-0.16767238,-1.00000000,-0.79147176,-0.25677955
116,0.00016219,-0.19641331,-1.00000000,-0.73711086,-0.30535584
117,-0.00616778,-0.16748188,-1.00000000,-0.79183207,-0.49008983
118,-0.00113886,-0.05095649,1.00000000,-0.98778992,-0.42937517
119,-0.00143046,-0.30310039,-1.00000000,-0.53532182,-0.35263676
120,0.00075644,-0.10278193,-1.00000000,-0.91420622,-0.22146229
121,-0.00169538,-0.11439704,-1.00000000,-0.89223728,-0.29069407
122,0.00333751,-0.02728558,1.00000000,-0.94301852,0.06356820
123,-0.00111672,-0.12494985,-1.00000000,-0.87227758,0.06439347
124,0.00371955,0.07552709,1.00000000,-0.74855757,0.25633453
125,0.00818338,-0.10189990,-1.00000000,-0.91587449,0.53313668
126,0.00531471,0.09074522,1.00000000,-0.71977386,0.79440293
127,0.00373297,0.26855427,1.00000000,-0.38346398,0.80914172
128,-0.00003770,0.15428559,1.00000000,-0.59959295,0.84935694
129,-0.00155743,0.09127959,1.00000000,-0.71876315,0.65268355
130,-0.00775263,-0.05891880,-1.00000000,-0.99716940,0.05874814
131,0.00289385,-0.11945484,-1.00000000,-0.88267091,-0.03147752
132,0.00280516,-0.36623041,-1.00000000,-0.41591704,-0.06605715
133,0.00172063,0.05785444,1.00000000,-0.78198380,-0.00052415
134,-0.00310532,0.05432167,1.00000000,-0.78866573,-0.05821399
135,0.00432500,0.01112138,1.00000000,-0.87037519,0.39191956
136,0.00254201,-0.18111242,-1.00000000,-0.76605111,0.37880648
137,-0.00220143,0.11486211,1.00000000,-0.67415892,0.19221097
138,-0.00149402,0.04383948,1.00000000,-0.80849184,0.07240067
139,-0.00166342,-0.14510738,-1.00000000,-0.83415142,0.12614015
140,-0.00560195,-0.11692915,-1.00000000,-0.88744802,-0.24383762
141,0.00251667,-0.12367689,-1.00000000,-0.87468527,-0.24478183
142,0.00081808,-0.28056173,-1.00000000,-0.57795167,-0.13224484
143,0.00078539,0.04283033,1.00000000,-0.81040057,-0.04729110
144,-0.00642128,-0.02483039,1.00000000,-0.93837476,-0.22461642
145,-0.00017388,-0.02613253,1.00000000,-0.94083762,-0.02231198
146,0.00149574,-0.31319816,-1.00000000,-0.51622279,-0.06036211
147,-0.00303424,-0.06434333,-1.00000000,-0.98690937,-0.20393795
