seq_idx,target_return,feat_logret,feat_sign,feat_absret,feat_rollmean
0,0.00164260,-0.05003227,-1.00000000,-0.85369633,-0.29516996
1,0.01968995,-0.04633807,-1.00000000,-0.86090492,-0.22721316
2,-0.04101539,0.03102951,1.00000000,-0.98868000,-0.25113380
3,0.06139261,0.09632781,1.00000000,-0.86126176,-0.11467443
4,-0.00791725,-0.12331420,-1.00000000,-0.71069941,-0.09503582
5,-0.00562607,0.24721497,1.00000000,-0.56683179,-0.10710920
6,-0.02288674,-0.00355961,-1.00000000,-0.94437962,-0.17782980
7,-0.03873449,0.00473027,-1.00000000,-0.96055587,-0.17404118
8,0.01996046,-0.05772172,-1.00000000,-0.83869171,-0.24286068
9,-0.00844888,-0.11506152,-1.00000000,-0.72680308,-0.24374372
10,0.00682401,0.09730656,1.00000000,-0.85935190,-0.22306394
11,0.08271414,-0.00548313,-1.00000000,-0.94062620,-0.04765909
12,0.02197054,0.04977671,1.00000000,-0.95209810,0.05317299
13,-0.06631168,0.32435981,1.00000000,-0.41629708,-0.09012650
14,-0.11486330,0.10457937,1.00000000,-0.84516028,-0.26688266
15,-0.00442255,-0.21484039,-1.00000000,-0.53210202,-0.28556339
16,-0.05541136,-0.39050822,-1.00000000,-0.18931691,-0.51499218
17,0.05174967,0.00908478,-1.00000000,-0.96905293,-0.46552854
18,0.00853019,-0.17540120,-1.00000000,-0.60906073,-0.34121492
19,0.01005309,0.21232522,1.00000000,-0.63491305,-0.13372667
20,0.01957255,0.05594996,1.00000000,-0.94005209,-0.09387040
21,-0.01914048,0.06146007,1.00000000,-0.92930008,-0.03362385
22,0.00886718,0.09590305,1.00000000,-0.86209061,-0.10485239
23,0.04029279,-0.04416712,-1.00000000,-0.86514114,-0.05209418
24,0.04287817,0.05716925,1.00000000,-0.93767285,0.00242883
25,0.03082137,0.17087232,1.00000000,-0.71580115,0.02111330
26,-0.17947873,0.18022664,1.00000000,-0.69754783,-0.24521125
27,0.00790211,0.13660313,1.00000000,-0.78267149,-0.24681425
28,0.01238367,-0.62429757,-1.00000000,0.26688224,-0.29317178
29,0.06896793,0.05367745,1.00000000,-0.94448649,-0.24983624
30,0.03622957,0.06989248,1.00000000,-0.91284570,-0.24085312
31,-0.04746092,0.27462374,1.00000000,-0.51334834,-0.02156931
32,0.04701814,0.15617091,1.00000000,-0.74448839,0.04340307
33,0.00646108,-0.14663520,-1.00000000,-0.66519257,0.03356555
