seq_idx,target_return,feat_logret,feat_sign,feat_absret,feat_rollmean
0,0.01012154,0.05368910,-1.00000000,-0.91083470,0.24303991
1,-0.00008752,0.24946627,1.00000000,-0.73451299,0.26602458
2,0.00007844,0.23040799,1.00000000,-0.76907463,0.22813487
3,-0.00267222,0.10186120,-1.00000000,-0.99819341,0.23728610
4,0.00454926,0.10395094,1.00000000,-0.99840082,0.18503802
5,0.00045757,0.06931619,-1.00000000,-0.93917397,0.11378016
6,0.00235628,0.16024496,1.00000000,-0.89631326,0.13179971
7,0.00010719,0.10872469,1.00000000,-0.98974376,0.13201170
8,-0.00111761,0.13263224,1.00000000,-0.94638813,0.14347468
9,-0.00182138,0.10431295,1.00000000,-0.99774434,0.09650042
10,0.00477984,0.08889091,-1.00000000,-0.97467216,0.12837096
11,-0.00231865,0.08002950,-1.00000000,-0.95860225,0.09390010
12,0.00533721,0.16314833,1.00000000,-0.89104808,0.13246391
13,-0.00217887,0.07376817,-1.00000000,-0.94724751,0.12463864
14,-0.00347133,0.17016634,1.00000000,-0.87832112,0.11247264
15,0.00720822,0.07552810,-1.00000000,-0.95043910,0.13037846
16,0.00844670,0.05925427,-1.00000000,-0.92092697,0.20975736
17,0.00789668,0.19372515,1.00000000,-0.83559789,0.22862979
18,0.00346284,0.20931934,1.00000000,-0.80731828,0.27022928
19,-0.00106295,0.20239379,1.00000000,-0.81987757,0.28798759
20,-0.00451271,0.14656537,1.00000000,-0.92112080,0.20156259
21,-0.00058553,0.08957920,-1.00000000,-0.97592036,0.13496294
22,-0.00241654,0.04614172,-1.00000000,-0.89714775,0.05891781
23,-0.00450399,0.09559063,-1.00000000,-0.98682190,0.00017394
24,0.00441638,0.07253551,-1.00000000,-0.94501211,0.04057605
25,0.00006082,0.04625154,-1.00000000,-0.89734690,0.07429930
26,-0.00232730,0.15857178,1.00000000,-0.89934751,0.06145624
27,-0.00942240,0.10372913,1.00000000,-0.99880307,0.00979812
28,-0.00902605,0.07365921,-1.00000000,-0.94704991,-0.02354557
29,-0.00105225,-0.01567834,-1.00000000,-0.78503885,-0.06386881
30,0.00574988,-0.01068773,-1.00000000,-0.79408918,-0.02192023
31,-0.00010287,0.08971389,-1.00000000,-0.97616462,-0.00551827
32,0.00143503,0.17536253,1.00000000,-0.86889798,0.07453965
33,0.00363341,0.10166797,-1.00000000,-0.99784299,0.16788492
34,0.00382084,0.12103236,1.00000000,-0.96742417,0.20381692
35,-0.00127252,0.14871308,1.00000000,-0.91722598,0.15203686
36,-0.00634464,0.15107308,1.00000000,-0.91294619,0.10601282
37,-0.00130081,0.08694045,-1.00000000,-0.97113506,0.08583995
38,-0.01756972,0.02307514,-1.00000000,-0.85531716,-0.07050255
39,0.00460665,0.08658420,-1.00000000,-0.97048901,-0.06470831
40,-0.00309221,-0.11826478,-1.00000000,-0.59900131,-0.07812595
41,-0.00001621,0.16096759,1.00000000,-0.89500278,-0.03146294
42,-0.00481800,0.06402785,-1.00000000,-0.92958372,-0.05739717
43,-0.00594645,0.10275911,-1.00000000,-0.99982173,0.02830770
44,0.00251907,0.04229768,-1.00000000,-0.89017669,0.01291483
45,0.00515379,0.02808892,-1.00000000,-0.86440951,0.07371722
46,-0.00084448,0.13468199,1.00000000,-0.94267096,0.06760992
47,0.01001230,0.16785690,1.00000000,-0.88250921,0.17696203
48,0.00169295,0.09233000,-1.00000000,-0.98090885,0.23329155
49,0.01384042,0.22903252,1.00000000,-0.77156900,0.31677016
50,0.00834014,0.12427989,1.00000000,-0.96153487,0.34026488
51,0.00409045,0.27723403,1.00000000,-0.68415696,0.37665286
52,-0.00767381,0.20797761,1.00000000,-0.80975148,0.24624327
53,0.00118402,0.15446784,1.00000000,-0.90678989,0.24249070
54,-0.00081172,0.00633892,-1.00000000,-0.82496652,0.13445231
55,0.00245866,0.11787181,1.00000000,-0.97315573,0.09108487
56,-0.00294053,0.09274254,-1.00000000,-0.98165698,0.03924160
57,0.01005683,0.13392131,1.00000000,-0.94405044,0.16997950
58,-0.00062132,0.06593782,-1.00000000,-0.93304740,0.15666770
59,-0.00166175,0.22959316,1.00000000,-0.77055230,0.15039999
60,-0.01189294,0.09513996,-1.00000000,-0.98600463,0.04457768
61,0.00765627,0.08203950,-1.00000000,-0.96224732,0.12271378
62,0.00372695,-0.04678589,-1.00000000,-0.72862621,0.07604004
