seq_idx,target_return,feat_logret,feat_sign,feat_absret,feat_rollmean
0,0.00150966,-0.26196627,1.00000000,-1.00000000,-0.17074229
1,0.00116112,-0.27066780,-1.00000000,-0.98626703,-0.07657074
2,0.00063184,-0.18234132,1.00000000,-0.87380812,-0.07010014
3,0.00219023,-0.20072895,1.00000000,-0.90294935,0.00544956
4,-0.00116486,-0.22865126,1.00000000,-0.94720141,-0.02905877
5,-0.00079756,-0.14643754,1.00000000,-0.81690678,-0.10865644
6,0.00025488,-0.32343708,-1.00000000,-0.90263678,-0.13992092
7,-0.00056020,-0.30406012,-1.00000000,-0.93334594,-0.18104571
8,-0.00194971,-0.24853782,1.00000000,-0.97871821,-0.32387106
9,0.00792466,-0.29153825,-1.00000000,-0.95319095,-0.01028846
10,-0.00093420,-0.36484253,-1.00000000,-0.83701624,-0.01500232
11,-0.00061696,0.15608566,1.00000000,-0.33745942,-0.04508038
12,0.00321854,-0.31126843,-1.00000000,-0.92192200,0.08528385
13,0.00400851,-0.29453245,-1.00000000,-0.94844566,0.29083876
14,-0.00077943,-0.09218850,1.00000000,-0.73093136,-0.00944671
15,0.00413404,-0.05051304,1.00000000,-0.66488291,0.16540415
16,-0.00035762,-0.30310344,-1.00000000,-0.93486210,0.17435128
17,0.00376507,-0.04389084,1.00000000,-0.65438786,0.19320638
18,-0.00027986,-0.28085071,-1.00000000,-0.97012887,0.04526043
19,0.00316709,-0.06335576,1.00000000,-0.68523641,0.18141267
20,-0.00257692,-0.27674832,-1.00000000,-0.97663045,-0.05011112
21,-0.00154605,-0.09490281,1.00000000,-0.73523308,-0.09111127
22,0.00457063,-0.39793128,-1.00000000,-0.78457626,-0.06332025
23,0.00016301,-0.34354712,-1.00000000,-0.87076581,-0.04804165
24,-0.00646037,-0.02085842,1.00000000,-0.61788543,-0.38018286
25,-0.00281193,-0.25338466,1.00000000,-0.98639961,-0.38829050
26,0.00283345,-0.60280494,-1.00000000,-0.45988666,-0.23720044
27,0.00267143,-0.41032927,-1.00000000,-0.76492756,-0.30272151
28,0.00100309,-0.11250394,1.00000000,-0.76312784,-0.27373938
29,-0.00035206,-0.12105163,1.00000000,-0.77667447,-0.06300654
30,-0.00281834,-0.20906590,1.00000000,-0.91616199,-0.06322777
31,-0.00257476,-0.28055749,-1.00000000,-0.97059357,-0.24980769
32,0.00212413,-0.41066757,-1.00000000,-0.76439142,-0.26868917
33,0.00164552,-0.39781734,-1.00000000,-0.78475682,-0.24652583
34,0.00613455,-0.14992471,1.00000000,-0.82243335,-0.02274183
35,0.00501641,-0.17517427,1.00000000,-0.86244957,0.24755220
36,0.00707883,0.06164746,1.00000000,-0.48712777,0.58059491
37,-0.00643229,0.00265936,1.00000000,-0.58061378,0.28540389
38,0.00150199,0.11146333,1.00000000,-0.40817816,0.28045228
39,-0.00694527,-0.60132352,-1.00000000,-0.46223446,-0.17079342
40,0.00190210,-0.18274614,1.00000000,-0.87444968,-0.27823519
41,0.00223420,-0.62838629,-1.00000000,-0.41934460,-0.44537184
42,-0.00233124,-0.16163794,1.00000000,-0.84099681,-0.30388836
43,0.00288056,-0.14411789,1.00000000,-0.81323054,-0.25632867
44,-0.00083444,-0.38497048,-1.00000000,-0.80511689,-0.04550885
45,-0.00985189,-0.11001903,1.00000000,-0.75918970,-0.45101421
46,-0.01016652,-0.30600585,-1.00000000,-0.93026229,-0.87883112
47,-0.00101296,-0.78172670,-1.00000000,-0.17632636,-0.83335130
48,0.00501055,-0.79832492,-1.00000000,-0.15002105,-0.75986777
49,-0.00024257,-0.31542386,-1.00000000,-0.91533636,-0.73944856
50,-0.00372527,0.00235016,1.00000000,-0.58110381,-0.52808385
51,-0.00357133,-0.27478130,-1.00000000,-0.97974784,-0.30055396
52,0.01057635,-0.45851303,-1.00000000,-0.68856458,0.09927011
53,-0.00350375,-0.45039184,-1.00000000,-0.70143527,-0.19446778
54,-0.00530611,0.29597721,1.00000000,-0.11575532,-0.36915668
55,-0.00313047,-0.44682655,-1.00000000,-0.70708565,-0.34863670
56,0.00173331,-0.54191123,-1.00000000,-0.55639274,-0.16562996
57,0.00090223,-0.42713440,-1.00000000,-0.73829433,-0.49938109
